State,Year,Commercial,Electric Power,Industrial,Population,Residential,Transportation
Missouri,2005,4.237873524,76.78240862,12.88496382,"5,790,300",6.995556801,41.78975554
Missouri,2006,3.969294119,76.07196626,13.19564496,"5,842,704",6.246555821,42.24035521
Missouri,2007,4.008713188,74.13554435,12.94889,"5,887,612",6.696936862,42.84547051
Missouri,2008,4.502041072,73.49781382,11.78438689,"5,923,916",7.567388756,40.56115399
Missouri,2009,4.114003415,70.82780469,9.965200202,"5,961,088",6.947975999,39.42427748
Missouri,2010,4.052372197,74.74801144,10.06877941,"5,988,927",6.955011362,39.64649291
Montana,1990,0.887936942,15.9092046,4.467632876,"800,204",1.249486734,5.851408353
Montana,1991,0.895794652,17.29261208,4.306857382,"809,680",1.302544541,5.779802391
Montana,1992,0.769419808,18.33109102,4.431529262,"825,770",1.12459595,6.273330441
Montana,1993,0.872904494,15.04308393,4.80196947,"844,761",1.330725055,6.484596836
Montana,1994,0.813739705,17.78865182,4.954501155,"861,306",1.211109761,6.738727305
Montana,1995,0.82762523,16.67066956,5.353730394,"876,553",1.276653171,7.011197512
Montana,1996,0.94917724,13.94327175,5.03385514,"886,254",1.470387187,6.910559198
Montana,1997,0.969174964,16.16624159,4.61850461,"889,865",1.493536941,7.071135088
Montana,1998,0.771682427,17.93007893,4.95801408,"892,431",1.238160086,7.09181379
Montana,1999,0.744859315,18.03832853,5.310117325,"897,507",1.244374284,7.362744324
Montana,2000,0.851995395,17.15246299,4.74507847,"902,195",1.377060823,7.467811394
Montana,2001,0.859374976,17.89531495,4.083411352,"906,961",1.380509401,7.591103236
Montana,2002,0.913700759,16.21648013,4.596589561,"911,667",1.448765623,7.613322301
Montana,2003,1.027084233,18.30942323,4.678104557,"919,630",1.523771422,7.164282049
Montana,2004,1.108355744,18.84024802,5.105668092,"930,009",1.623214415,7.817751919
Montana,2005,1.130726314,19.09321352,5.418482295,"940,102",1.596721933,8.31287409
Montana,2006,1.108714347,18.65245475,5.93366112,"952,692",1.563663796,8.564401399
Montana,2007,0.870841952,19.62227469,6.827760556,"964,706",1.619025203,9.018261411
Montana,2008,0.989599014,19.61544588,6.249226684,"976,415",1.763899845,7.631443387
Montana,2009,1.413253506,16.93881838,5.022096853,"983,982",1.77894754,7.373695181
Montana,2010,1.244345495,19.65297514,4.532462804,"989,415",1.636477597,7.728366325
Nebraska,1990,2.128273674,13.46678914,4.310648424,"1,581,660",2.505163319,10.52462831
Nebraska,1991,2.276866287,14.24985248,4.316595436,"1,595,919",2.740890361,10.24582992
Nebraska,1992,1.993587189,13.1153495,4.490756608,"1,611,687",2.53988991,10.60953462
Nebraska,1993,1.977519826,15.48275813,5.264439455,"1,625,590",2.874455693,10.65795213
Nebraska,1994,2.227935602,14.88153399,5.472782962,"1,639,041",2.666806155,10.89661837
Nebraska,1995,2.19664234,16.85503519,5.509286293,"1,656,992",2.683633635,11.55569099
Nebraska,1996,2.321715843,16.87996189,4.975222374,"1,673,740",3.071913581,12.65121007
Nebraska,1997,2.075517298,18.08171094,5.413551113,"1,686,418",2.881632193,12.85894663
Nebraska,1998,1.677801583,18.74494228,6.211893482,"1,695,816",2.631201917,13.47505893
Nebraska,1999,1.598147141,18.09922978,5.379660579,"1,704,764",2.627700133,13.81390326
Nebraska,2000,1.764155292,18.90363977,5.630661706,"1,711,263",2.766839797,12.17176235
Nebraska,2001,1.732268754,20.48065385,5.884707587,"1,719,836",2.977516358,11.4656576
Nebraska,2002,1.644402676,19.8798267,5.761945336,"1,728,292",2.885548145,11.782495
Nebraska,2003,1.718170954,20.78309359,5.648324002,"1,738,643",2.75517254,11.98191392
Nebraska,2004,1.815060943,20.38591217,5.934812496,"1,749,370",2.515237461,12.27089207
Nebraska,2005,1.620440106,21.08078086,5.837627572,"1,761,497",2.511228713,12.29055979
Nebraska,2006,1.675975936,20.91029484,6.542106303,"1,772,693",2.344355532,12.47177432
Nebraska,2007,1.787690291,20.11784571,7.346857038,"1,783,440",2.542371108,12.62307355
Nebraska,2008,2.079411736,21.61199787,7.387506522,"1,796,378",2.870932575,12.48768788
Nebraska,2009,1.867194856,22.8366194,7.27410513,"1,812,683",2.682139738,11.86970073
Nebraska,2010,1.892727148,22.82760732,7.80540202,"1,826,341",2.666226006,12.65591282
Nevada,1990,1.066563526,16.77691286,2.138825675,"1,220,695",1.192418665,9.437682119
Nevada,1991,1.154554564,18.02841961,2.237689106,"1,296,171",1.292800927,9.822632551
Nevada,1992,1.110801844,18.68813661,2.515420348,"1,351,367",1.229020058,10.02947929
Nevada,1993,1.407476628,18.29684197,2.566385358,"1,411,215",1.367677814,10.43559147
Nevada,1994,1.431828616,19.76415649,2.682720077,"1,499,298",1.385340025,11.01861929
Nevada,1995,1.432538945,18.19004374,3.057148499,"1,581,578",1.309814114,11.43068702
Nevada,1996,1.60443385,19.5622438,2.717875968,"1,666,320",1.440630462,12.78739144
Nevada,1997,1.373248665,19.44377025,2.870648185,"1,764,104",1.601340535,12.76196213
Nevada,1998,1.489372067,21.09292827,2.749734945,"1,853,191",1.908317326,13.09390649
Nevada,1999,1.470622642,21.25612905,2.611563453,"1,934,718",1.822405641,13.92020088
Nevada,2000,1.625374314,24.67252915,2.465588784,"1,998,257",1.83484759,14.51277044
Nevada,2001,1.439433937,23.99494823,2.443814936,"2,098,399",1.966461654,14.519588
Nevada,2002,1.46886582,20.8815704,2.185651477,"2,173,791",1.989556968,14.75418756
Nevada,2003,1.473573956,22.80564842,1.992637418,"2,248,850",1.968323606,15.03413054
Nevada,2004,1.658795477,25.12083102,2.520969234,"2,346,222",2.16267092,16.11025963
Nevada,2005,1.760756172,26.11361003,2.789901059,"2,432,143",2.216828538,16.82878302
Nevada,2006,1.835275865,16.52030579,2.89272499,"2,522,658",2.276618269,18.00414953
Nevada,2007,1.752095771,16.64856016,2.85037735,"2,601,072",2.276799064,18.29077775
Nevada,2008,1.795507988,17.82575087,2.698832159,"2,653,630",2.32600086,16.56430426
Nevada,2009,1.786490855,17.99898368,2.703355102,"2,684,665",2.335967138,14.8763329
Nevada,2010,1.828934035,16.69552143,2.764529825,"2,700,551",2.363984107,14.39683412
New Hampshire,1990,1.369946169,4.759300919,0.791302732,"1,112,384",2.440878807,5.218763949
New Hampshire,1991,1.331167639,4.356566648,0.800066411,"1,109,929",2.438490618,5.317563571
New Hampshire,1992,1.19731813,4.231177034,1.099400206,"1,117,784",2.550846997,5.287699093
New Hampshire,1993,1.182484389,4.409531433,1.332358018,"1,129,458",2.538788478,5.402434229
New Hampshire,1994,1.332240041,4.351807451,1.130703891,"1,142,560",2.599764461,5.514853071
New Hampshire,1995,1.216827773,4.283132079,1.043747681,"1,157,561",2.728196272,5.757349635
New Hampshire,1996,1.352375326,4.073186506,1.025528088,"1,174,719",2.901088423,5.915364197
New Hampshire,1997,1.369074704,5.050520613,0.987218896,"1,189,425",2.880746537,6.236589377
New Hampshire,1998,1.214116898,4.673194771,0.959942404,"1,205,940",2.805978372,6.862242144
New Hampshire,1999,1.247257126,4.551293231,0.949248574,"1,222,014",2.829835537,7.111395034
New Hampshire,2000,1.528248398,4.473563638,1.189005525,"1,235,786",2.895364897,7.258046809
New Hampshire,2001,1.389189905,4.12076243,1.218030532,"1,255,517",2.824699366,7.272484962
New Hampshire,2002,1.386685417,4.276378202,1.107067561,"1,269,089",2.634903672,8.13587399
New Hampshire,2003,1.701799364,7.088942707,1.099598685,"1,279,840",3.200563911,7.571267966
New Hampshire,2004,1.872383568,7.638912994,1.118671795,"1,290,121",3.356386494,7.81126266
New Hampshire,2005,1.98423766,7.651348328,0.970339755,"1,298,492",3.145550038,7.370535682
New Hampshire,2006,1.378201433,6.728105653,1.109295969,"1,308,389",2.769665846,7.287517013
New Hampshire,2007,1.43251813,6.614450222,0.879384758,"1,312,540",2.770260476,7.447367435
New Hampshire,2008,1.449320069,6.53924266,0.8442164,"1,315,906",2.799743114,7.339818303
New Hampshire,2009,1.401380664,5.26846909,0.776082279,"1,316,102",2.572986369,7.23835264
New Hampshire,2010,1.266602807,5.326048028,0.760880779,"1,316,470",2.294830673,7.274155443
New Jersey,1990,10.94467663,12.15928119,15.22248145,"7,762,963",15.52024433,57.06265506
New Jersey,1991,11.04402113,11.99801007,15.46992276,"7,814,676",15.487441,57.84427446
New Jersey,1992,11.45171561,12.6895092,19.47031479,"7,880,508",16.79439781,58.13336399
New Jersey,1993,10.8101212,13.35627053,19.76857277,"7,948,915",16.45922321,55.20882971
New Jersey,1994,11.05471292,15.3859895,20.43465141,"8,014,306",18.2913642,60.2503953
New Jersey,1995,10.07947637,16.93458554,20.71576612,"8,083,242",16.26872889,61.15780612
New Jersey,1996,11.26266717,15.74239245,20.75630183,"8,149,596",17.95353826,59.25306244
New Jersey,1997,11.54571558,17.08934878,20.93071804,"8,218,808",17.20902676,59.96191941
New Jersey,1998,10.21727729,15.87742908,19.81136088,"8,287,418",15.24011393,60.92710406
New Jersey,1999,11.75967527,16.59550247,20.14759847,"8,359,592",16.25889781,60.75889243
New Jersey,2000,11.03400243,18.85298351,13.36883146,"8,414,350",17.02151905,64.98689949
New Jersey,2001,9.563987441,18.58736126,14.53760859,"8,492,671",16.50299732,63.12661431
New Jersey,2002,9.550527116,18.99989044,13.75029987,"8,552,643",15.84786676,63.88623723
New Jersey,2003,10.60280977,17.93699344,14.13581295,"8,601,402",18.34538346,62.17158739
New Jersey,2004,10.89602763,18.86760975,14.37078007,"8,634,561",17.47681022,64.73261592
New Jersey,2005,11.27465354,19.06674742,14.34144566,"8,651,974",16.90541368,69.46966676
New Jersey,2006,9.544354723,18.07786102,13.12900725,"8,661,679",14.17289546,68.77890212
New Jersey,2007,10.99112337,19.2041147,12.99558356,"8,677,885",16.13192523,72.5699232
New Jersey,2008,10.59729553,18.49485684,11.26495416,"8,711,090",15.41826632,71.58062071
New Jersey,2009,11.15147465,14.5396917,9.614567336,"8,755,602",15.6374145,62.26678754
New Jersey,2010,10.9500528,17.61824252,9.18084519,"8,791,894",14.69932316,65.77027991
New Mexico,1990,1.660901487,27.08147327,7.046521116,"1,521,574",1.9679712,14.85746007
New Mexico,1991,1.663827917,23.31190818,6.522929855,"1,555,305",1.956345791,14.61815089
New Mexico,1992,1.732379512,26.0941516,6.722800184,"1,595,442",1.994405337,14.11135672
New Mexico,1993,1.730284085,26.60559543,6.499049449,"1,636,453",1.948613627,14.86730582
New Mexico,1994,1.465780499,27.58919586,6.548558693,"1,682,398",1.816801688,14.13483128
New Mexico,1995,1.464926237,27.25671021,6.902739316,"1,720,394",1.755030729,12.74367528
New Mexico,1996,1.592180714,27.75768968,8.078450427,"1,752,326",2.045181926,12.78930645
New Mexico,1997,1.635957769,28.90413566,7.334096082,"1,774,839",2.234321391,15.4945392
New Mexico,1998,1.582344395,29.39952317,6.489267572,"1,793,484",2.225503226,15.4949522
New Mexico,1999,1.667502401,30.00849171,6.468186939,"1,808,082",2.319096261,15.55566336
New Mexico,2000,1.631381418,30.86522839,7.761724907,"1,819,046",2.310627772,15.2823189
New Mexico,2001,1.762954347,30.1820234,7.817924318,"1,831,690",2.575876436,15.6622013
New Mexico,2002,1.735974957,28.39264073,7.126412398,"1,855,309",2.350738197,15.44068826
New Mexico,2003,1.768083377,30.42550519,7.697282859,"1,877,574",2.197996005,14.99370472
New Mexico,2004,1.707286425,30.42753104,8.161798833,"1,903,808",2.298615794,15.72554447
New Mexico,2005,1.694068702,31.75962479,7.808303605,"1,932,274",2.27130364,15.36515999
New Mexico,2006,1.544338588,32.37276567,7.837980354,"1,962,137",2.131873026,16.03487843
New Mexico,2007,1.544359606,30.82663508,8.537601712,"1,990,070",2.231504642,15.54904316
New Mexico,2008,1.729553976,30.18848356,8.437851461,"2,010,662",2.261880465,14.56070457
New Mexico,2009,1.555129127,32.34205782,7.830240654,"2,036,802",2.196397481,14.11266504
New Mexico,2010,1.563609852,28.77331022,7.969096299,"2,059,179",2.295432438,13.77448817
New York,1990,26.81980663,62.76418043,20.25026961,"18,020,784",33.75748572,64.11307454
New York,1991,26.46876261,58.47943125,19.45339892,"18,122,510",33.00620817,62.47759269
New York,1992,27.52958694,53.63911934,20.70828522,"18,246,653",36.39110948,60.99550017
New York,1993,28.19977976,47.40460941,20.32612416,"18,374,954",35.82060233,62.22265122
New York,1994,27.67092765,47.273364,20.54577279,"18,459,470",35.41050355,60.9863113
New York,1995,26.9188315,51.10296546,22.38469708,"18,524,104",34.37959969,62.72612829
New York,1996,27.78445637,46.66441762,23.14330016,"18,588,460",36.72173209,65.90868206
New York,1997,29.62266321,52.18116463,22.42106594,"18,656,546",34.83082065,65.8857682
New York,1998,27.6914294,55.91260748,21.50617106,"18,755,906",31.74391374,66.41380593
New York,1999,30.17751345,56.64682488,17.81577804,"18,882,725",34.44735291,66.80196377
New York,2000,32.04770402,55.63491933,17.28690175,"18,976,457",39.41467313,67.16702203
New York,2001,30.64749062,54.77409415,16.51115949,"19,082,838",38.36081507,67.1366346
New York,2002,31.19320108,50.6460168,15.06843308,"19,137,800",36.11338868,68.77408531
New York,2003,32.73181929,51.67948875,14.32955271,"19,175,939",38.76115968,73.20369026
New York,2004,34.69046435,52.10514208,14.33747449,"19,171,567",38.24145681,75.36906875
New York,2005,28.54670609,54.76600761,15.14465805,"19,132,610",39.23329504,73.75467581
New York,2006,25.36532812,46.31735197,14.81217327,"19,104,631",32.60442698,74.81950264
New York,2007,26.65244863,48.92344485,14.12133974,"19,132,335",36.38813812,74.55718233
New York,2008,25.69938168,42.57822308,13.65811346,"19,212,436",34.62446927,75.1554647
New York,2009,25.33795989,34.13924242,11.38421806,"19,307,066",32.90081975,72.79619473
New York,2010,25.02284629,37.76055139,10.29047686,"19,378,102",31.73436293,69.01711632
North Carolina,1990,3.755605671,46.0451875,17.35279413,"6,664,016",5.256468817,38.38116849
North Carolina,1991,3.573825556,46.79037323,16.76611805,"6,784,280",5.374778772,37.86910921
North Carolina,1992,3.812487077,53.79850458,18.454718,"6,897,214",6.020084397,38.61556786
North Carolina,1993,3.957482053,58.36354956,17.59343429,"7,042,818",6.283604495,40.21595414
North Carolina,1994,4.318872577,53.12863774,16.79730621,"7,187,398",5.92531795,41.3486537
North Carolina,1995,4.132742361,56.14218694,17.98938766,"7,344,674",6.554924172,42.9452335
North Carolina,1996,4.662847462,63.93872884,17.98805539,"7,500,670",7.52654345,45.41523824
North Carolina,1997,4.458587206,66.52821419,17.67323724,"7,656,825",6.855328739,46.23083163
North Carolina,1998,4.342628499,65.73803815,16.71806122,"7,809,121",6.667055626,47.29594591
North Carolina,1999,4.081930189,65.08053466,15.64723734,"7,949,361",6.348750869,48.28049662
North Carolina,2000,4.568736839,69.19078752,16.1932114,"8,049,313",7.146694768,49.9763116
North Carolina,2001,4.516051044,66.5856086,15.42374046,"8,210,122",6.801107772,49.2062108
North Carolina,2002,4.021750184,69.03938151,14.5810594,"8,326,201",6.337496301,49.80565355
North Carolina,2003,4.826505089,68.31745014,13.61499056,"8,422,501",7.175431681,50.32344638
North Carolina,2004,5.264254181,69.36458246,13.95361653,"8,553,152",7.132288295,52.26474686
North Carolina,2005,5.015273726,72.89598898,13.97458209,"8,705,407",6.583162537,53.60544361
North Carolina,2006,4.583692125,70.30824926,13.13367846,"8,917,270",5.661913215,53.1169881
North Carolina,2007,4.161602061,75.94376664,12.40756475,"9,118,037",5.543573562,54.92875968
North Carolina,2008,4.81835116,72.31733899,11.32415598,"9,309,449",5.904941664,54.01638814
North Carolina,2009,5.213918102,62.38887845,10.01325336,"9,449,566",5.777072946,48.94662477
North Carolina,2010,5.189178469,70.6931428,10.70445261,"9,535,483",6.442942454,49.0932247
North Dakota,1990,0.850054635,27.9331995,6.075352309,"637,685",1.116006161,4.62419393
North Dakota,1991,0.880848474,29.08055366,6.139637825,"635,753",1.224203093,4.683904825
North Dakota,1992,0.81857749,30.22499983,6.211198115,"638,223",1.096766241,4.903307041
North Dakota,1993,0.869178636,30.4243748,6.092824874,"641,216",1.143148645,5.176996116
North Dakota,1994,0.895683942,30.47210842,6.522179816,"644,804",1.079563261,5.114764133
North Dakota,1995,0.905560973,29.67851862,7.096542274,"647,832",1.135934185,5.115453404
North Dakota,1996,1.006950511,30.99497656,6.410008472,"650,382",1.301390661,5.244769748
North Dakota,1997,0.975969073,29.63008964,6.61962727,"649,716",1.270650784,5.326692135
North Dakota,1998,0.882964826,30.83694751,6.655657077,"647,532",1.057894682,4.766644194
North Dakota,1999,0.893610103,31.60100758,6.474562846,"644,259",1.158543715,5.682407305
North Dakota,2000,0.96251967,32.16907777,7.721488142,"642,200",1.276182178,5.560035059
North Dakota,2001,0.982677504,31.89058973,8.026912253,"639,062",1.281043831,6.026940191
North Dakota,2002,1.014461098,32.27740216,7.462716375,"638,168",1.254088269,5.998506342
North Dakota,2003,1.001944614,31.79211473,7.416770947,"638,817",1.319073329,6.028946171
North Dakota,2004,1.076779803,30.41525107,7.390515678,"644,705",1.322983059,6.32781085
North Dakota,2005,1.134447224,32.84944707,7.550421107,"646,089",1.257029327,6.262793663
North Dakota,2006,0.837560681,31.23693394,7.617073721,"649,422",1.078202273,6.225864663
North Dakota,2007,1.110660191,31.9216377,7.81688788,"652,822",1.170063313,7.124961287
North Dakota,2008,0.99353487,32.5637954,8.355488343,"657,569",1.301157453,6.539314043
North Dakota,2009,0.953506063,32.22931809,7.479849248,"664,968",1.178869511,5.95199529
North Dakota,2010,0.968560949,30.7105929,9.039016774,"672,591",1.077382061,6.951996535
Ohio,1990,10.57625786,108.0521081,50.28640405,"10,864,162",20.57220782,56.07266977
Ohio,1991,10.54897736,110.3530229,46.09972045,"10,945,762",21.13500668,55.39408969
Ohio,1992,11.12595387,112.0907082,47.87782828,"11,029,431",22.17037172,54.72955948
Ohio,1993,11.15390532,115.3469442,44.98216037,"11,101,140",23.10181142,57.89373023
Ohio,1994,11.14602424,111.712704,45.2438283,"11,152,454",22.33383608,58.33325399
Ohio,1995,11.60045036,112.9083227,44.29464948,"11,202,751",22.99898006,59.41668895
Ohio,1996,12.79382535,120.2966284,44.14664927,"11,242,827",24.32009996,62.49216157
Ohio,1997,12.48839127,117.4278178,43.08618878,"11,277,357",22.98259603,64.28942863
Ohio,1998,10.54863266,120.5151154,42.36768839,"11,311,536",19.32336108,65.12228088
Ohio,1999,10.87393982,115.6929856,42.04597124,"11,335,454",21.31756205,66.95026735
Ohio,2000,11.54194916,121.6634831,38.86602994,"11,353,140",22.03323871,68.86835282
Ohio,2001,11.13495167,115.3154556,38.97892548,"11,387,404",19.48364108,68.64960815
Ohio,2002,11.08526283,121.3019094,37.2699099,"11,407,889",20.5142723,69.2281114
Ohio,2003,11.45892703,125.0546633,37.89758125,"11,434,788",21.91656133,69.3594423
Ohio,2004,11.54622744,120.9888917,36.93859452,"11,452,251",20.67463412,71.65553731
Ohio,2005,10.9461196,129.3100674,35.64916971,"11,463,320",20.47491032,71.26526328
Ohio,2006,9.38459667,125.6925336,37.1456922,"11,481,213",17.21068017,72.06984495
Ohio,2007,10.29983807,127.4279562,38.75634772,"11,500,468",18.87694819,72.85878432
Ohio,2008,11.00115746,124.346068,38.68129981,"11,515,391",19.16546557,68.16048634
Ohio,2009,10.82290071,111.0347166,32.81158293,"11,528,896",18.48589432,63.88033879
Ohio,2010,10.49746719,117.8136187,36.27936545,"11,536,504",17.6670492,65.71774864
Oklahoma,1990,2.522356261,35.37270676,23.23001376,"3,148,825",3.854821702,23.90227988
Oklahoma,1991,2.523052691,38.2256522,20.93297309,"3,175,440",4.042911553,24.49492798
Oklahoma,1992,2.201947672,38.67782459,22.1246968,"3,220,517",3.828933304,26.43493237
Oklahoma,1993,2.419622743,40.54920298,23.34903815,"3,252,285",4.545746324,25.68422208
Oklahoma,1994,2.158304572,39.40740959,22.60582013,"3,280,940",4.047176066,26.46907716
Oklahoma,1995,2.340808156,41.33566301,22.83444769,"3,308,208",3.989084029,25.23336571
Oklahoma,1996,2.756198183,42.32996555,22.0438783,"3,340,129",4.554113861,26.76385243
Oklahoma,1997,3.169258145,43.30728025,22.61882948,"3,372,917",4.246524895,26.4765334
Oklahoma,1998,2.698858565,42.875841,20.57412387,"3,405,194",3.934548945,27.05505773
Oklahoma,1999,2.419306645,41.72217732,19.7681724,"3,437,147",3.876672686,28.32682928
Oklahoma,2000,2.551242474,43.84283251,18.83307358,"3,450,654",4.212040076,30.27681273
Oklahoma,2001,2.624635144,43.34391546,17.85714822,"3,467,100",4.103135668,33.13936816
Oklahoma,2002,2.516566787,45.73872105,17.50588346,"3,489,080",4.384562644,30.97249425
Oklahoma,2003,2.263422852,46.20763933,19.22411133,"3,504,892",4.129829958,31.18104625
Oklahoma,2004,2.28475866,44.24292248,19.68477277,"3,525,233",3.737430648,29.0980364
Oklahoma,2005,2.400624625,48.86444774,19.94585368,"3,548,597",3.687851121,30.77898137
Oklahoma,2006,2.212279239,49.68477128,21.656796,"3,594,090",3.359748457,31.72740191
Oklahoma,2007,2.601336593,49.11868612,21.26221926,"3,634,349",3.865958616,32.49727712
Oklahoma,2008,2.652458661,50.67310085,22.24032647,"3,668,976",4.127113333,33.12183109
Oklahoma,2009,2.732137763,49.2961308,19.40977449,"3,717,572",3.885623538,29.08662937
Oklahoma,2010,2.743579827,46.96533087,20.50271268,"3,751,351",4.084415706,28.77665498
Oregon,1990,1.898946936,1.795090484,5.354941518,"2,860,375",2.03005094,20.01456919
Oregon,1991,1.879190028,3.610187811,5.502922265,"2,928,507",2.172459941,21.55301453
Oregon,1992,1.67161613,4.512715585,6.19593579,"2,991,755",1.884120186,21.59420322
Oregon,1993,1.82200733,4.30948641,6.125516883,"3,060,367",2.402397169,20.84771184
Oregon,1994,1.733090992,5.453391183,6.064995273,"3,121,264",2.337804067,21.56342283
Oregon,1995,1.803641488,2.724511112,6.508471126,"3,184,369",2.205234346,21.1967471
Oregon,1996,1.917086948,3.196915191,6.962870858,"3,247,111",2.460433649,21.99012083
Oregon,1997,1.908541574,2.700159938,7.081982116,"3,304,310",2.359949745,22.12121027
Oregon,1998,1.989310492,6.189143633,8.151905852,"3,352,449",2.444355314,23.12303787
Oregon,1999,2.057741295,6.220884428,8.931780067,"3,393,941",2.771600002,23.36622607
Oregon,2000,2.099366384,7.339090357,6.645377422,"3,421,399",2.732202369,22.66451354
Oregon,2001,2.168119834,8.520555605,5.543081548,"3,467,937",2.741786994,21.66538911
Oregon,2002,2.084680474,6.374688565,5.844260792,"3,513,424",2.728748586,22.07476384
Oregon,2003,1.75482352,8.047827895,5.147576841,"3,547,376",2.562782736,21.85960187
Oregon,2004,1.747478725,8.03028543,5.532553411,"3,569,463",2.499755866,22.85595129
Oregon,2005,1.860794911,8.045093637,5.156567735,"3,613,202",2.647517534,23.37995093
Oregon,2006,1.852387899,6.309785495,5.602166171,"3,670,883",2.678481664,23.92363108
Oregon,2007,1.880979026,9.517338919,5.295495093,"3,722,417",2.710441539,24.49915267
Oregon,2008,2.03089476,9.960212957,5.312013789,"3,768,748",2.852407646,23.08478383
Oregon,2009,2.060158829,8.753394656,4.615037421,"3,808,600",2.88547495,22.91173551
Oregon,2010,1.895477844,9.637873167,4.441170361,"3,831,074",2.543326391,21.79314821
Pennsylvania,1990,13.28542465,104.062868,64.27700509,"11,903,299",23.65677829,59.49714585
Pennsylvania,1991,13.26393084,102.644524,58.21780231,"11,982,164",23.87761239,59.33476434
Pennsylvania,1992,14.20440615,102.893724,62.37277512,"12,049,450",25.47716503,60.63329251
Pennsylvania,1993,13.34339966,105.9348096,59.87495266,"12,119,724",26.19614967,62.30003599
Pennsylvania,1994,14.41066267,102.1456659,59.89954158,"12,166,050",25.85463723,62.48063872
Pennsylvania,1995,14.24344975,105.204832,59.80042768,"12,198,403",24.98800693,63.19626199
Pennsylvania,1996,14.41987155,110.0911139,59.23104014,"12,220,464",26.15531235,62.85275928
Pennsylvania,1997,13.69753073,111.5585711,61.62008252,"12,227,814",24.71669552,65.63141146
Pennsylvania,1998,12.08268009,112.7137862,49.26224912,"12,245,672",21.10073399,67.74957624
Pennsylvania,1999,12.21309575,108.257772,48.64998629,"12,263,805",23.52356172,68.35412737
